Frame,Track_id,x_min,x_max,y_min,y_max
355,1,386,412,71,99
355,2,240,268,274,301
355,4,27,58,464,492
356,1,386,412,71,99
356,2,240,268,274,301
356,4,27,58,464,492
357,1,387,413,71,99
357,2,240,268,274,301
357,4,27,58,464,492
358,1,387,413,71,99
358,2,240,268,274,301
358,4,27,58,464,492
359,1,387,413,71,99
359,2,240,268,274,301
359,4,27,58,464,492
360,1,388,414,71,99
360,2,241,269,275,302
360,4,26,57,464,492
361,1,388,414,71,99
361,2,241,269,275,302
361,4,26,57,464,492
362,1,388,414,71,99
362,2,241,269,275,302
362,4,26,57,464,492
363,1,388,414,71,99
363,2,241,269,275,302
363,4,26,57,464,492
364,1,389,415,71,99
364,2,241,269,276,303
364,4,26,57,464,492
365,1,389,415,71,99
365,2,241,269,276,303
365,4,26,57,464,492
366,1,389,415,71,99
366,2,241,269,276,303
366,4,25,56,464,492
367,1,390,416,71,99
367,2,241,269,276,303
367,4,25,56,464,492
368,1,390,416,71,99
368,2,241,269,277,304
368,4,25,56,464,492
369,1,390,416,71,99
369,2,241,269,277,304
369,4,25,56,464,492
370,1,390,416,71,99
370,2,241,269,277,304
370,4,25,56,464,492
371,1,391,417,71,99
371,2,241,269,277,304
371,4,25,56,464,492
372,1,391,417,72,100
372,2,241,269,278,305
372,4,25,56,464,492
373,1,391,417,72,100
373,2,241,269,278,305
373,4,24,55,464,492
374,1,392,418,72,100
374,2,241,269,278,305
374,4,24,55,464,492
375,1,392,418,72,100
375,2,241,269,278,305
375,4,24,55,464,492
376,1,392,418,72,100
376,2,241,269,278,305
376,4,24,55,464,492
377,1,393,419,72,100
377,2,241,269,279,306
377,4,24,55,464,492
378,1,393,419,72,100
378,2,241,269,279,306
378,4,24,55,464,492
379,1,393,419,72,100
379,2,241,269,279,306
379,4,23,54,464,492
380,1,393,419,72,100
380,2,241,269,279,306
380,4,23,54,464,492
381,1,394,420,72,100
381,2,241,269,280,307
381,4,23,54,464,492
382,1,394,420,72,100
382,2,241,269,280,307
382,4,23,54,464,492
383,1,394,420,72,100
383,2,241,269,280,307
383,4,23,54,464,492
384,1,395,421,72,100
384,2,241,269,280,307
384,4,23,54,464,492
385,1,395,421,72,100
385,2,241,269,281,308
385,4,23,54,464,492
386,1,395,421,72,100
386,2,241,269,281,308
386,4,22,53,464,492
387,1,395,421,72,100
387,2,242,270,281,308
387,4,22,53,464,492
388,1,396,422,72,100
388,2,242,270,281,308
388,4,22,53,464,492
389,1,396,422,72,100
389,2,242,270,282,309
389,4,22,53,464,492
390,1,396,422,72,100
390,2,242,270,282,309
390,4,22,53,464,492
391,1,397,423,72,100
391,2,242,270,282,309
391,4,22,53,464,492
392,1,397,423,72,100
392,2,242,270,282,309
392,4,22,53,464,492
393,1,397,423,72,100
393,2,242,270,282,309
393,4,21,52,464,492
394,1,398,424,72,100
394,2,242,270,283,310
394,4,21,52,464,492
395,1,398,424,72,100
395,2,242,270,283,310
395,4,21,52,464,492
396,1,398,424,72,100
396,2,242,270,283,310
396,4,21,52,464,492
397,1,398,424,72,100
397,2,242,270,283,310
397,4,21,52,464,492
398,1,399,425,73,101
398,2,242,270,284,311
398,4,21,52,464,492
399,1,399,425,73,101
399,2,242,270,284,311
399,4,20,51,464,492
