Frame,Track_id,x_min,x_max,y_min,y_max
380,4,9,44,200,232
381,2,376,413,143,175
381,3,43,75,391,427
381,4,9,44,200,232
382,2,376,413,144,176
382,3,42,74,391,427
382,4,9,44,200,232
383,2,376,413,144,176
383,3,42,74,391,427
383,4,9,44,201,233
384,2,376,413,144,176
384,3,42,74,391,427
384,4,9,44,201,233
385,2,376,413,144,176
385,3,42,74,391,427
385,4,9,44,201,233
386,2,376,413,144,176
386,3,42,74,392,428
386,4,8,43,201,233
387,2,377,414,144,176
387,3,42,74,392,428
387,4,8,43,202,234
388,2,377,414,144,176
388,3,42,74,392,428
388,4,8,43,202,234
389,2,377,414,144,176
389,3,42,74,392,428
389,4,8,43,202,234
390,2,377,414,144,176
390,3,42,74,392,428
390,4,8,43,203,235
391,2,377,414,144,176
391,3,42,74,392,428
391,4,8,43,203,235
392,2,377,414,144,176
392,3,42,74,393,429
392,4,8,43,203,235
393,2,377,414,144,176
393,3,42,74,393,429
393,4,8,43,204,236
394,2,378,415,144,176
394,3,42,74,393,429
394,4,8,43,204,236
395,2,378,415,144,176
395,3,42,74,393,429
395,4,7,42,204,236
396,2,378,415,144,176
396,3,41,73,393,429
396,4,7,42,205,237
397,2,378,415,144,176
397,3,41,73,394,430
397,4,7,42,205,237
398,2,378,415,144,176
398,3,41,73,394,430
398,4,7,42,205,237
399,2,378,415,144,176
399,3,41,73,394,430
399,4,7,42,206,238
